Category;ProductNaam;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw
Vlees, vis, eiergerechten;Kipfilet bereid mz ;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;500;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8
Vlees, vis, eiergerechten;Kipfilet bereid zz ;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;53;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8
Vlees, vis, eiergerechten;Kipfilet rauw ;filet;125;110;23;0;2;1;1;0;0.3;70;0;0;53;6;0.6;30;18;0.65;351;219;30;0.08;0.03;0.67;0.2;;2.5;0.6;8;11.4;0;0;0;9.4
Vlees, vis, eiergerechten;Kipkantje ;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4
Vlees, vis, eiergerechten;Kipnugget gefrituurd ;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4
Vlees, vis, eiergerechten;Kipnuggets bereid in olie ;stuks;17;272;18;12;17;6;11;1.6;2.3;;0;0;474;;0.8;23;;0.73;231;165;;0.07;0.06;0.36;0.29;;;;9;;0;12.2;0;9.4
Vlees, vis, eiergerechten;Kipnuggets bereid in oven ;stuks;17;254;14;18;14;5;9;1.3;1.8;;0;0;760;;0.9;25;;0.74;304;171;;0.08;0.06;0.24;0.29;;;;9;;2;16.4;0;11.9
Vlees, vis, eiergerechten;Kippenei gekookt ;stuks;50;148;13;0;11;3;8;0;1.7;354;0;0;150;51;1.9;13;20;1.3;134;190;191;0.04;0.48;0.06;1.1;0;1.8;2.8;42;0.1;0;0;0;14.5
Vlees, vis, eiergerechten;Kippenei rauw ;stuks;50;138;13;0;10;2;7;0;1.5;354;0;0;125;50;1.8;11;11;1.33;131;179;191;0.1;0.3;0.17;2.3;0;1.8;2.8;57;0.1;0;0;0;14.2
Vlees, vis, eiergerechten;Kippenlever rauw ;portie;75;128;19;1;5;2;4;;1.1;360;0;0;106;7;9.7;22;49;3.19;302;303;9.152;0.6;1.04;0.31;35;28;0.8;2.5;360;12.6;0;1;0;15.9
Vlees, vis, eiergerechten;Kippenpoot bereid mz ;product ;;230;26;0;14;5;9;0.3;2.6;;0;0;500;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1
Vlees, vis, eiergerechten;Kippenpoot bereid zz ;product ;;230;26;0;14;5;9;0.3;2.6;;0;0;99;;1.3;25;;2.13;306;209;;0.06;0.21;0.27;0.29;;;;9;;0;0;0;8.1
Vlees, vis, eiergerechten;Kiprollade bereid ;portie;80;166;24;2;7;3;4;0.1;1.3;;0;0;673;;0.7;24;;1.77;255;186;;0.07;0.1;0.42;0.29;;;;7;;0;1.7;0;7.8
Vlees, vis, eiergerechten;Kiprollade rauw ;portie;100;175;21;0;10;3;7;0.1;1.8;20;0;0;457;10;0.6;24;18;0.91;344;222;16;0.08;0.05;0.46;0.2;0;0.4;0.6;9;7.8;0;0.2;0;10.8
Vlees, vis, eiergerechten;Kipsat? met saus ;portie;50;187;18;7;10;3;7;0.2;2.5;51;0;0.9;660;20;1.6;47;8;1.3;352;200;0;0.04;0.04;0.21;;0;0.3;2.3;;9.2;0;6.8;18;11.3
Vlees, vis, eiergerechten;Knakworst ;middel;30;200;13;6;14;5;9;0.1;1.5;154;0;0.5;1;22;1.1;10;7;1.4;117;150;6;0.5;0.08;0.09;0.44;0;0.7;0.2;1;4;0.2;5.3;0;11.5
Vlees, vis, eiergerechten;Konijn bereid mz ;lapje;60;266;34;0;14;6;8;0.5;0.6;56;0;0;500;12;4;26;8;7;275;220;27;0.01;0.05;0.03;3.67;0;0.7;1.2;5;2.6;0;0;0;6.5
Vlees, vis, eiergerechten;Konijn bereid zz ;lapje;60;266;34;0;14;6;8;0.5;0.6;56;0;0;58;12;4;26;8;7;275;220;27;0.01;0.05;0.03;3.67;0;0.7;1.2;5;2.6;0;0;0;6.5
Vlees, vis, eiergerechten;Konijn tam rauw z bot ;kleine;235;174;21;0;10;3;7;;0.8;80;0;0;50;10;2;25;17;1.4;300;200;10;0.12;0.05;0.4;10;0;;0.4;4;5.2;0;0;0;9.5
Vlees, vis, eiergerechten;Konijn wild rauw z bot ;filet;75;125;20;0;5;2;3;;0.4;80;0;0;50;10;2;25;17;1.4;300;200;0;0.12;0.05;0.6;10;0;;0.1;4;5.2;0;0;0;10
Vlees, vis, eiergerechten;Koolvis (magnetron) z toev ;magnetron;;104;22;0;2;0;2;0;0;91;0;0;93;24;0.6;30;38;0.6;380;390;11;0.12;0.14;0.09;8;0;0;0.5;7;4;0;0;0;18.1
Vlees, vis, eiergerechten;Koolvis gebak/gestoofd mz ;portie;120;118;22;1;3;1;2;0;0.4;;0;0;500;13;0.2;27;37;0.5;285;200;18;;;;2;;;1.2;9;;0;0.6;0;9.3
Vlees, vis, eiergerechten;Koolvis gebak/gestoofd zz ;portie;120;118;22;1;3;1;2;0;0.4;;0;0;93;13;0.2;27;37;0.5;285;200;18;;;;2;;;1.2;9;;0;0.6;0;9.3
Vlees, vis, eiergerechten;Koolvis gekookt mz ;portie;120;101;22;1;1;0;1;0;0;73;0;0;500;24;0.7;30;23;0.6;380;390;11;0.12;0.14;0.09;3;0;0;;10;4;0;1;0;17.7
Vlees, vis, eiergerechten;Koolvis gekookt zz ;portie;120;101;22;1;1;0;1;0;0;73;0;0;93;24;0.7;30;23;0.6;380;390;11;0.12;0.14;0.09;3;0;0;;10;4;0;1;0;17.7
Vlees, vis, eiergerechten;Krab in water blik ;beleg toast ;;85;18;0;1;0;1;0;0;118;0;0;691;120;2.8;32;26;5.7;100;140;0;0;0.05;0.3;0;0;0;2.4;15;1.1;0;0;0;7.7
Vlees, vis, eiergerechten;Krabbetje bereid z bot mz ;portie;75;308;22;1;24;9;16;0.3;2.4;38;0;0;500;15;1.1;19;12;2.4;285;160;23;0.27;0.16;0.18;1.38;0;0.1;0.5;4;3.8;0;0.9;0;7.2
Vlees, vis, eiergerechten;Krabbetje bereid z bot zz ;portie;75;308;22;1;24;9;16;0.3;2.4;38;0;0;62;15;1.1;19;12;2.4;285;160;23;0.27;0.16;0.18;1.38;0;0.1;0.5;4;3.8;0;0.9;0;7.2
Vlees, vis, eiergerechten;Krabbetje rauw zonder bot ;portie;50;260;18;0;21;8;12;0.2;2.1;64;0;0;62;;1.4;;;;;;0;;;;0.94;;0.6;;3;;0;0;0;
Vlees, vis, eiergerechten;Kreeft gekookt ;beleg toast ;;79;16;0;2;0;1;0;0;160;0;0;300;60;1;34;130;2.5;250;200;0;0.15;0.1;0.07;2;0;0;1.5;7;2;0;0;0;12.5
Vlees, vis, eiergerechten;Kuit/hom gebakken ;stuks;50;262;14;4;21;3;18;0.6;;609;0;0.2;;;1;;;;;;75;;;;;;;;;;0;3.9;0;
Vlees, vis, eiergerechten;Kuit/hom van bokking ;stuks;50;155;25;0;6;2;4;0;0.1;539;0;0;;;;;;;;;9;;;;;;;;;;0;0;0;
Vlees, vis, eiergerechten;Lamsbout bereid mz ;lapje;70;256;26;0;17;8;9;1.4;0.3;99;0;0;500;10;2;23;4;4;300;200;5;0.13;0.27;0.26;2.2;0;0.6;0.1;2;5.4;0;0;0;7.8
Vlees, vis, eiergerechten;Lamsbout bereid zz ;lapje;70;256;26;0;17;8;9;1.4;0.3;99;0;0;58;10;2;23;4;4;300;200;5;0.13;0.27;0.26;2.2;0;0.6;0.1;2;5.4;0;0;0;7.8
Vlees, vis, eiergerechten;Lamsbout rauw ;lapje;100;174;19;0;11;4;6;0.7;0.2;78;0;0;58;7;1.4;22;2;2.8;320;190;9;0.14;0.23;0.33;1.5;0;0.1;0.1;4;5.1;0;0;0;9.9
Vlees, vis, eiergerechten;Lamsgehakt bereid mz ;bal;75;232;25;1;14;7;8;1.2;0.2;30;0;0;500;21;2.8;21;9;4.8;325;180;18;0.05;0.16;0.21;2.13;0;0.5;0.1;3;5.2;0;0.7;0;7.2
Vlees, vis, eiergerechten;Lamsgehakt bereid zz ;bal;75;232;25;1;14;7;8;1.2;0.2;30;0;0;69;21;2.8;21;9;4.8;325;180;18;0.05;0.16;0.21;2.13;0;0.5;0.1;3;5.2;0;0.7;0;7.2
Vlees, vis, eiergerechten;Lamsgehakt rauw ;bal;110;193;19;0;13;6;7;0.6;0.2;77;0;0;69;17;2;21;2;3.95;310;190;5;0.03;0.18;0.14;2.1;0;0.4;0.2;3;4.8;0;0;0;9.8
Vlees, vis, eiergerechten;Lamskarbonade bereid mz ;;;350;26;0;28;13;15;2.3;0.4;115;0;0;500;20;2;27;4;4.6;370;230;8;0.14;0.31;0.29;2.2;0;0.6;0.1;2;6;0;0;0;8.9
Vlees, vis, eiergerechten;Lamskarbonade bereid zz ;product ;;350;26;0;28;13;15;2.3;0.4;115;0;0;56;20;2;27;4;4.6;370;230;8;0.14;0.31;0.29;2.2;0;0.6;0.1;2;6;0;0;0;8.9
Vlees, vis, eiergerechten;Lamskarbonade rauw ;product ;;245;19;0;19;9;10;0.9;0.3;79;0;0;56;13;1.4;19;3;2;280;170;12;0.13;0.22;0.23;1.5;0;0.1;0.1;3;5;0;0;0;8.9
Vlees, vis, eiergerechten;Lamsnier rauw ;gram;1;91;17;0;3;1;2;;0.2;315;0;0;150;8;5.5;18;150;2.5;260;270;;0.34;2.38;0.59;17;9;;0.4;8;9.2;0;0;0;15.9
Vlees, vis, eiergerechten;Lamsschouder bereid mz ;lapje;70;284;28;0;19;9;10;1.6;0.3;99;0;0;500;10;2;25;4;6.4;390;230;;0.16;0.24;0.09;2.2;0;0.6;0.1;2;5.1;0;0;0;8.2
Vlees, vis, eiergerechten;Lamsschouder bereid zz ;lapje;70;284;28;0;19;9;10;1.6;0.3;99;0;0;63;10;2;25;4;6.4;390;230;;0.16;0.24;0.09;2.2;0;0.6;0.1;2;5.1;0;0;0;8.2
Vlees, vis, eiergerechten;Lamsschouder rauw ;lapje;100;187;20;0;12;5;6;0.6;0.2;75;0;0;63;4;1.4;20;2;4.2;330;190;5;0.15;0.16;0.22;1.5;0;0.1;0;3;4.1;0;0;0;9.5
Vlees, vis, eiergerechten;Lamsvlees <10 g vet rauw ;lapje;100;158;21;0;8;3;5;0.5;0.1;74;0;0;70;12;1.8;22;2;3.2;330;190;6;0.05;0.2;0.15;1.9;0;0.1;0.1;6;5.4;0;0;0;9.2
Vlees, vis, eiergerechten;Lamsvlees rauw ;lapje;100;202;19;0;14;6;8;0.7;0.2;78;0;0;59;10;0.9;21;2;2.75;306;183;9;0.13;0.22;0.27;1.56;0;0.1;0.1;4;5;0;0;0;9.5
Vlees, vis, eiergerechten;Lamsvlees vet rauw ;lapje;100;202;19;0;14;6;8;0.7;0.2;78;0;0;59;10;0.9;21;2;2.75;306;183;9;0.13;0.22;0.27;1.56;0;0.1;0.1;4;5;0;0;0;9.5
Vlees, vis, eiergerechten;Lamszadel bereid mz ;lapje;70;308;25;0;23;11;12;2;0.4;98;0;0;500;27;2;25;4;3.4;360;230;7;0.16;0.25;0.37;2.2;0;0.6;;2;5.9;0;0;0;9.3
Vlees, vis, eiergerechten;Lamszadel bereid zz ;lapje;70;308;25;0;23;11;12;2;0.4;98;0;0;56;27;2;25;4;3.4;360;230;7;0.16;0.25;0.37;2.2;0;0.6;;2;5.9;0;0;0;9.3
Vlees, vis, eiergerechten;Lamszadel rauw ;lapje;100;256;19;0;20;10;10;1;0.4;74;0;0;56;15;1.4;21;2;2.5;300;180;11;0.14;0.2;0.19;3;0;0.1;0.1;3;4.8;0;0;0;9.7
Vlees, vis, eiergerechten;Lekkerbekje gebakken ;portie;145;211;22;2;13;4;8;0.4;1.7;75;0;0.2;526;101;0.2;30;48;0.6;348;125;10;0.04;0.11;0.08;0.9;0;1.4;2.6;4;4;0;2.1;4;5.6
Vlees, vis, eiergerechten;Lever gebakken zz ;lapje;80;185;28;2;7;3;4;;;290;0;0;100;11;7.8;22;61;8.2;250;390;10.9;0.21;3.1;0.64;110;9;0.2;0.2;1.057;11.5;0;4;0;13.9
Vlees, vis, eiergerechten;Luncheon meat blik ;plak;50;338;13;4;30;12;18;0.2;3.1;38;0;0;900;10;3;13;8;1.4;250;250;0;0.1;0.12;0.16;0.84;0;0.6;0.1;1;3;0;4;4;19.2
Vlees, vis, eiergerechten;Makreel (magnetron) z toev ;magnetron;;248;24;0;17;5;12;0;0.2;85;0;0;142;12;1;28;36;0.7;396;244;54;0.13;0.36;0.63;6;0;5.4;0.5;8;7.5;0;0;0;10
Vlees, vis, eiergerechten;Makreel gestoomd ;beleg toast ;;315;20;1;26;6;21;0.1;0.4;72;0;0;250;20;1.2;26;48;0.48;288;210;106;0.09;0.33;0.18;6;0;4.3;0.7;8;10;0;0.5;0;10.8
Vlees, vis, eiergerechten;Makreel in olie blik ;beleg toast ;;275;21;0;21;4;17;0.2;2.4;78;0;0;440;12;1.6;33;42;2.7;266;200;372;0.02;0.12;0.51;6.94;0;3;3.5;10;16.1;0;0;0;9.4
Vlees, vis, eiergerechten;Makreel in water blik ;beleg toast ;;269;19;0;22;5;17;0;0.4;78;0;0;432;20;2;13;42;2.7;228;90;37;0.03;0.27;0.14;6.94;0;5.6;0.9;10;5.3;0;0;0;4.7
Vlees, vis, eiergerechten;Makreel rauw ;product ;;352;19;0;31;7;23;0;0.5;70;0;0;95;12;1;24;36;0.1;396;244;50;0.13;0.36;0.63;5.5;0;4.8;1.3;8;7.5;0;0;0;12.8
Vlees, vis, eiergerechten;Makreelfilet gerookt ;beleg toast ;;346;19;0;30;6;24;0.1;0.5;73;0;0;537;19;1.2;28;33;1.1;346;250;;0.16;0.17;0.45;6;0;8;0.3;8;8.8;0;0;0;13.2
Vlees, vis, eiergerechten;Mosselen gebak/gefrit zz ;stuks;5;314;34;2;19;2;17;0.6;0.9;68;0;0;300;27;6.9;36;;1.2;273;143;111;;;;22;0;;;27;;0;2;0;4.2
Vlees, vis, eiergerechten;Mosselen gekookt mz ;product ;;85;10;2;4;1;3;0;0;71;0;0;500;100;6.9;23;54;1.8;300;250;123;0.15;0.17;0.05;30;2;0;1.1;27;1.6;0;2;0;25
Vlees, vis, eiergerechten;Mosselen gekookt zz ;product ;;85;10;2;4;1;3;0;0;71;0;0;300;100;6.9;23;54;1.8;300;250;123;0.15;0.17;0.05;30;2;0;1.1;27;1.6;0;2;0;25
Vlees, vis, eiergerechten;Mosselen in zuur glas ;stuks;3;125;23;0;4;1;2;0;0;80;0;0;370;100;6.9;23;54;1.8;100;250;123;0.15;0.17;0.05;22;2;0;1.1;27;1.6;0;0;0;10.8
Vlees, vis, eiergerechten;Nasivlees varkens rauw ;portie;100;129;22;0;5;2;3;0;0.5;66;0;0;60;5;1.1;24;13;1.74;343;181;0;0.48;0.04;0.33;0.56;0;0.4;0;4;6.1;0;0;0;8.4
Vlees, vis, eiergerechten;Nasivlees varkens- bereid mz ;portie;70;182;31;0;6;2;4;0.1;0.7;41;0;0;500;6;1.5;28;15;1.9;416;240;6;0.5;0.12;0.16;0.82;0;0.2;0.3;4;6.6;0;0;0;7.7
Vlees, vis, eiergerechten;Nasivlees varkens- bereid zz ;portie;70;182;31;0;6;2;4;0.1;0.7;41;0;0;60;6;1.5;28;15;1.9;416;240;6;0.5;0.12;0.16;0.82;0;0.2;0.3;4;6.6;0;0;0;7.7
Vlees, vis, eiergerechten;Nier gekookt mz ;broodbeleg;15;133;20;2;5;2;3;;0;300;0;0;500;10;7;19;14;0.5;300;225;11.41;0.5;3;0.35;98;15;0.2;0.4;1.057;10;0;2;0;11.3
Vlees, vis, eiergerechten;Nier gekookt zz ;broodbeleg;15;133;20;2;5;2;3;;0;300;0;0;100;10;7;19;14;0.5;300;225;11.41;0.5;3;0.35;98;15;0.2;0.4;1.057;10;0;2;0;11.3
Vlees, vis, eiergerechten;Nier rauw ;stukje;100;88;17;0;2;1;1;;0.2;265;0;0;170;11;7.2;16;150;1.9;240;240;105;0.5;2.53;0.37;15;8;1;0.6;63;6;0;0;0;14
Vlees, vis, eiergerechten;Oesters ;product ;;57;6;4;2;1;1;0;0;45;0;0;500;70;7;32;36;84;250;175;75;0.15;0.2;0;16.2;0;1;0.9;15;1;0;4;0;29.2
Vlees, vis, eiergerechten;Omelet mz ;stuks;50;220;14;1;18;6;12;0.1;3.2;321;0;0;500;59;2.3;13;28;1.3;151;200;107;0.04;0.53;0.05;1.1;0;1.4;2.9;33;0.1;0.9;0;0;13.9
Vlees, vis, eiergerechten;Omelet zz ;stuks;50;220;14;1;18;6;12;0.1;3.2;321;0;0;160;59;2.3;13;28;1.3;151;200;107;0.04;0.53;0.05;1.1;0;1.4;2.9;33;0.1;0.9;0;0;13.9
Vlees, vis, eiergerechten;Ontbijtspek ;broodbeleg;15;404;15;0;38;14;24;0.2;3.5;36;0;0;803;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0;0.4;0;7.2
Vlees, vis, eiergerechten;Ontbijtspek gegrild ;broodbeleg;15;261;15;1;22;8;14;0.1;2.1;36;0;0;830;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0.5;0;0;7.2
Vlees, vis, eiergerechten;Ossehaas bereid mz ;lapje;80;139;27;1;3;1;2;0.1;0.2;40;0;0;500;4;2.9;24;9;5.7;380;200;9;0.05;0.17;0.32;2.59;0;0.1;0.9;5;5;0;0.7;0;7.5
Vlees, vis, eiergerechten;Ossehaas bereid zz ;lapje;80;139;27;1;3;1;2;0.1;0.2;40;0;0;62;4;2.9;24;9;5.7;380;200;9;0.05;0.17;0.32;2.59;0;0.1;0.9;5;5;0;0.7;0;7.5
Vlees, vis, eiergerechten;Paardenvlees rauw ;lapje;100;99;22;0;1;0;1;;0;60;0;0;50;12;3.2;23;;4;300;200;24;0.12;0.1;0.25;;0;0;0.2;8;4.7;0;0;0;8.9
Vlees, vis, eiergerechten;Paling (magnetron) z toev ;magnetron;;179;17;0;12;3;9;0;0.3;163;0;0;142;36;1.3;19;30;1.75;323;222;1.8;0.1;0.3;0.41;4;2;4.9;4.1;9;5.1;0;0;0;12.8
Vlees, vis, eiergerechten;Paling gerookt ;beleg toast ;;269;18;0;22;6;16;0;0.7;148;0;0;508;19;0.7;18;30;2.6;234;250;1.636;0.19;0.37;0.16;6;0;22.8;7.5;7;3.5;0;0;0;14
Vlees, vis, eiergerechten;Paling vers ;middel;70;372;14;0;35;9;26;0;0.9;225;0;0;95;20;1;19;30;1.75;250;200;1.043;0.1;0.35;0.17;4.4;2;4.9;4.1;9;1.4;0;0;0;14.3
Vlees, vis, eiergerechten;Panharing rauw ;product ;;199;16;0;15;3;12;0;0.2;85;0;0;80;100;2;32;31;0.57;250;200;45;0.05;0.12;0.2;13;0;19;0.8;7;4;0;0;0;12.5
Vlees, vis, eiergerechten;Pastrami mz ;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;500;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Pastrami zz ;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;110;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Patrijs bereid mz ;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;500;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8
Vlees, vis, eiergerechten;Patrijs bereid zz ;filet;100;158;31;0;4;1;2;0.1;0.8;33;0;0;53;7;0.7;35;18;0.74;419;335;18;0.08;0.08;0.67;0.29;0;0.1;1.1;2;10.3;0;0;0;10.8
Vlees, vis, eiergerechten;Patrijs rauw ;portie;100;248;35;0;12;3;9;;1.7;109;0;0;100;45;8;;;;400;300;;0.07;0.12;0.31;;0;;;15;0;0;0;0;8.6
Vlees, vis, eiergerechten;Pijlinktvis (magnetron) z toev ;magnetron;;146;26;0;5;1;4;0;0;225;0;0;165;;;;;;;;15;;;;2;;;;9;;0;0;0;
Vlees, vis, eiergerechten;Poon (magnetron) z toev ;magnetron;;171;26;0;7;2;6;0;0.1;95;0;0;52;20;0.5;;;;450;350;;0.03;0.09;;2;;;;7;3.1;0;0;0;13.4
Vlees, vis, eiergerechten;Poon rauw mz ;portie;120;101;18;0;3;1;2;0;0.3;70;0;0;500;20;1.9;26;30;0.56;450;350;;0.03;0.09;0.32;2;0;1.7;1;;3.1;0;0;0;19.7
Vlees, vis, eiergerechten;Poon rauw zz ;portie;120;101;18;0;3;1;2;0;0.3;70;0;0;52;20;1.9;26;30;0.56;450;350;;0.03;0.09;0.32;2;0;1.7;1;;3.1;0;0;0;19.7
Vlees, vis, eiergerechten;Ree bereid mz ;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;500;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Ree bereid zz ;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;110;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Ree wild rauw ;lapje;100;122;22;0;4;2;2;;0;60;0;0;84;20;3;25;9;2.4;342;220;;0.22;0.25;0.5;1.4;0;0.4;0.8;4;0;0;0;0;9.8
Vlees, vis, eiergerechten;Ribkarbonade bereid mz ;product ;;212;28;1;11;4;7;0.2;1.1;38;0;0;500;10;0.7;28;17;2.2;400;210;9;0.71;0.16;0.36;0.74;0;0.1;0.2;5;7.6;0;0.5;0;7.4
Vlees, vis, eiergerechten;Ribkarbonade bereid zz ;product ;;212;28;1;11;4;7;0.2;1.1;38;0;0;60;10;0.7;28;17;2.2;400;210;9;0.71;0.16;0.36;0.74;0;0.1;0.2;5;7.6;0;0.5;0;7.4
Vlees, vis, eiergerechten;Ribkarbonade rauw ;product ;;151;23;0;7;3;4;0;0.7;66;0;0;60;5;1.2;24;13;1.74;343;137;0;0.48;0.04;0.33;0.5;0;0.4;0;4;6.1;0;0;0;6.1
Vlees, vis, eiergerechten;Riblap rund bereid mz ;lapje;60;266;34;0;14;6;8;0.5;0.6;56;0;0;500;12;4;26;8;7;275;220;27;0.01;0.05;0.03;3.67;0;0.7;1.2;5;2.6;0;0;0;6.5
Vlees, vis, eiergerechten;Riblap rund bereid zz ;lapje;60;266;34;0;14;6;8;0.5;0.6;56;0;0;58;12;4;26;8;7;275;220;27;0.01;0.05;0.03;3.67;0;0.7;1.2;5;2.6;0;0;0;6.5
Vlees, vis, eiergerechten;Roodbaars (magnetr)z toev ;magnetr;;128;22;0;4;1;3;0;0.1;70;0;0;93;;;;;;;;0;;;;4.41;;;;7;;0;0;0;
Vlees, vis, eiergerechten;Rookspek mager ;broodbeleg;15;404;15;0;38;14;24;0.2;3.5;36;0;0;803;8;0.6;13;9;1.7;201;110;0;0.38;0.19;0.2;0.74;0;0.6;0.1;1;1.6;0;0.4;0;7.2
Vlees, vis, eiergerechten;Rookworst gekookt ;broodbeleg;20;326;14;1;30;10;19;0.2;3.5;32;0;0.5;832;25;1.4;17;12;1.85;220;190;33;0.21;0.2;0.14;0.85;0;0.9;0.2;1;3;0.4;0.4;0;13.3
Vlees, vis, eiergerechten;Rosbief bereid mz ;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;500;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Rosbief bereid zz ;broodbeleg;15;167;28;1;6;2;3;0.2;0.4;55;0;0;110;5;2;26;9;5.6;382;200;10;0.04;0.2;0.42;2.59;0;0.1;0.6;5;4.4;0;0.8;0;7.1
Vlees, vis, eiergerechten;Runder bak/braadlap rauw ;portie;100;108;23;0;2;1;1;0;0;56;0;0;62;6;1.6;26;10;3.39;370;180;2;0.04;0.07;0.2;1.8;0;0.1;0.1;5;6.3;0;0;0;8
Vlees, vis, eiergerechten;Runder doorregen lap bereid mz ;lapje;60;279;31;1;17;7;10;0.6;0.7;56;0;0;500;12;2.9;26;8;7;401;220;27;0.02;0.06;0.14;3.67;0;0.7;1.2;5;2.6;0;0.7;0;7.1
Vlees, vis, eiergerechten;Runder doorregen lap bereid zz ;lapje;60;279;31;1;17;7;10;0.6;0.7;56;0;0;73;12;2.9;26;8;7;401;220;27;0.02;0.06;0.14;3.67;0;0.7;1.2;5;2.6;0;0.7;0;7.1
Vlees, vis, eiergerechten;Runder doorregen lap rauw ;lapje;100;188;20;0;12;5;7;0.5;0.2;52;0;0;73;5;2.5;25;7;4.43;270;225;17;0.03;0.05;0.08;2.2;0;0.2;0.2;5;5;0;0;0;11.3
Vlees, vis, eiergerechten;Runderbaklappen bereid mz ;portie;80;196;31;1;8;3;4;0.3;0.5;33;0;0;500;7;2.9;21;10;9.2;402;180;15;0.03;0.09;0.21;2.59;0;0.8;1;5;5.9;0;0.5;0;5.8
Vlees, vis, eiergerechten;Runderbaklappen bereid zz ;portie;80;196;31;1;8;3;4;0.3;0.5;33;0;0;62;7;2.9;21;10;9.2;402;180;15;0.03;0.09;0.21;2.59;0;0.8;1;5;5.9;0;0.5;0;5.8
Vlees, vis, eiergerechten;Runderbiefstuk rauw ;lapje;100;109;24;0;2;1;1;0.1;0;56;0;0;62;5;2.2;25;7;4.43;370;200;2;0.04;0.07;0.2;1.8;0;0.1;0.1;5;6.3;0;0;0;8.4
Vlees, vis, eiergerechten;Runderbiefstuk vd haas rauw ;lapje;100;116;24;0;2;1;1;0.1;0;56;0;0;62;5;2.2;25;7;4.45;370;170;2;0.04;0.07;0.2;1.8;0;0.1;0.1;5;6.3;0;0;0;7.2
Vlees, vis, eiergerechten;Runderentrecote bereid mz ;lapje;80;189;26;1;9;4;5;0.4;0.6;77;0;0;500;8;3.7;21;8;5.5;340;180;21;0.04;0.19;0.28;1.73;0;0.8;1;5;5.9;0;1.2;0;7
Vlees, vis, eiergerechten;Runderentrecote bereid zz ;lapje;80;189;26;1;9;4;5;0.4;0.6;77;0;0;110;8;3.7;21;8;5.5;340;180;21;0.04;0.19;0.28;1.73;0;0.8;1;5;5.9;0;1.2;0;7
Vlees, vis, eiergerechten;Runderentrecote rauw ;lapje;100;162;22;0;8;4;4;0.4;0.1;62;0;0;110;5;2.5;25;7;4.43;312;225;2;0.05;0.07;0.1;1.2;0;0.1;0.2;5;5;0;0;0;10.1
Vlees, vis, eiergerechten;Rundergehakt bereid ;bal;100;221;22;7;12;5;7;0.4;0.6;24;0;0.7;66;13;3;27;7;5.8;298;166;15;0.07;0.09;0.08;2.55;16;0.1;0.5;8;3.9;0.5;6.3;5;7.7
Vlees, vis, eiergerechten;Rundergehakt k?fte Turks ;portie;80;249;26;8;13;4;8;0.5;2.2;63;0;0.7;734;18;3.4;;;;387;;;0.05;0.27;0.2;2.55;;;;5;;0;8.2;0;
